,Brand,Color,Bluetooth,Touchscreen,WiFi,Webcam,GPU_amd,GPU_intel,GPU_mali,GPU_nvidia,OS_Windows,OS_android,OS_chrome,OS_linux,OS_windows,Storage Type_emmc,Storage Type_hdd/ssd,Storage Type_other,Storage Type_ssd,Processor Speed,Display Width,Display Height,Hard Drive Capacity,SSD Capacity,Screen Size (cm),Ram Size,Price per Screen Size,Price per Display Height,Price per Display Width
10,samsung,2,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04432719624785131,0.0,0.0,0.02447861965491373,0.05053803803803804,0.007885554780181438,0.0116796875,0.0934817634278876,0.22290136918849984,0.22295887465577244
11,acer,4,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023809523809523836,0.19170344797959876,0.16395613310165744,0.02447861965491373,0.007007007007007007,0.006699232379623167,0.0078125,0.017122889558960696,0.018090396673969222,0.017691719236168746
12,dell,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04432719624785131,0.37270437353307584,0.3237880488322229,0.03175793948487122,0.031031031031031032,0.0,0.015625,0.24609426116730046,0.03369114546735246,0.03296635467650749
13,dell,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.37270437353307584,0.3237880488322229,0.02447861965491373,0.12712712712712712,0.009490579204466155,0.03125,0.04014565203844666,0.04415522850081824,0.04320482632394289
14,dell,1,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.023809523809523836,0.19170344797959876,0.16395613310165744,0.03175793948487122,0.031031031031031032,0.0062805303558967195,0.0078125,0.03389351999236232,0.03648429263123329,0.0356802492170216
15,acer,3,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.19170344797959876,0.16395613310165744,0.0037509377344336087,0.003003003003003003,0.006699232379623167,0.0078125,0.009623827170041274,0.008893448695337182,0.00869745424574234
16,dell,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7619047619047619,0.37270437353307584,0.3237880488322229,0.49987496874218557,0.05053803803803804,0.00837404047452896,0.0116796875,0.08102204307673412,0.08230553122699559,0.08053258753855111
17,dell,2,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8095238095238095,0.5818029156887172,0.5901745750498322,0.24981245311327835,0.24924924924924927,0.009769713886950453,0.0625,0.11289216548411918,0.08860033117681486,0.0966901756071601
18,dell,4,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3095238095238095,0.37270437353307584,0.3237880488322229,0.02447861965491373,0.12712712712712712,0.00837404047452896,0.03125,0.0648669201017477,0.0653013962976137,0.0638950711114686
19,dell,1,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.380952380952381,0.37270437353307584,0.3237880488322229,0.06376594148537135,0.06306306306306306,0.007327285415212841,0.015625,0.046019276630930216,0.04023119736326856,0.039365399456154616
20,hp,4,1,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.7255581634207207,0.7950872875249161,0.02447861965491373,0.12712712712712712,0.007676203768318214,0.03125,0.06653978786542973,0.0319471316284415,0.037658987514915414
21,microsoft,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.21428571428571425,0.4511163268414413,0.5082094900597985,0.03175793948487122,0.031031031031031032,0.006978367062107468,0.0078125,0.014123264603392928,0.006440929234368632,0.008081180533435345
22,lenovo,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023809523809523836,0.19170344797959876,0.16395613310165744,0.02447861965491373,0.003003003003003003,0.006699232379623167,0.0,0.010873670901527842,0.010426273358442529,0.010196498410813434
23,hp,4,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7619047619047619,0.37270437353307584,0.3237880488322229,0.49987496874218557,0.49949949949949957,0.009490579204466155,0.0625,0.08122384934663861,0.09233361080073364,0.09034445620067669
24,dell,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49999999999999994,0.37270437353307584,0.3237880488322229,0.12778194548637162,0.12712712712712712,0.009490579204466155,0.03125,0.06375167492595968,0.0718414481935298,0.07029411589111573
25,hp,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7619047619047619,0.37270437353307584,0.3237880488322229,0.49987496874218557,0.05053803803803804,0.00837404047452896,0.0116796875,0.08661420102961402,0.0881915779333201,0.08629172784023352
26,lenovo,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.19170344797959876,0.16395613310165744,0.02447861965491373,0.031031031031031032,0.006699232379623167,0.0116796875,0.01787279579785264,0.019010091471832424,0.018591145735211416
27,hp,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.35714285714285715,0.0,0.0,0.02447861965491373,0.12712712712712712,0.009490579204466155,0.03125,0.03847278427476464,0.10648111438650636,0.10654723497789184
28,lenovo,3,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5952380952380951,0.5818029156887172,0.5901745750498322,0.02447861965491373,0.12712712712712712,0.009769713886950453,0.03125,0.14442572282952534,0.11420463434932646,0.12452602039862508
29,lenovo,5,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21428571428571425,0.0,0.0,0.06376594148537135,0.06306306306306306,0.00837404047452896,0.015625,0.020336773439926164,0.04919078583834704,0.04926114592647429
30,dell,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6904761904761905,0.37270437353307584,0.3237880488322229,0.12778194548637162,0.12712712712712712,0.009497557571528262,0.03125,0.04030544907302999,0.0443732302306821,0.04341812781659782
31,dell,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.19170344797959876,0.16395613310165744,0.02447861965491373,0.06306306306306306,0.00837404047452896,0.015625,0.03121041390385933,0.04338200361520732,0.042425947959841406
