Brand,Price,Color,GPU,Processor Speed,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (cm),Ram Size,Price per Screen Size,Price per Display Height,Price per Display Width,Bluetooth,Touchscreen,WiFi,Webcam
hp,100.0,gray,intel,2.5,1366.0,768.0,windows,hdd/ssd,500.0,500.0,15.6,8.0,6.410256410256411,0.13020833333333334,0.07320644216691069,No,Yes,No,No
hp,200.0,silver,intel,1.7,1920.0,1080.0,chrome,ssd,64.0,64.0,14.0,8.0,14.285714285714286,0.18518518518518517,0.10416666666666667,No,Yes,No,No
dell,115.0,black,intel,2.3,1366.0,768.0,windows,ssd,256.0,256.0,15.6,8.0,7.371794871794872,0.14973958333333334,0.0841874084919473,Yes,No,No,Yes
dell,399.0,black,intel,1.7,1920.0,1080.0,unknown,ssd,512.0,512.0,14.0,32.0,28.5,0.36944444444444446,0.2078125,Yes,Yes,Yes,Yes
microsoft,93.0,silver,other,2.6,2256.0,1504.0,windows,ssd,128.0,128.0,13.5,8.0,6.888888888888889,0.061835106382978726,0.041223404255319146,Yes,Yes,Yes,Yes
dell,16.3,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,14.0,5.98,1.1642857142857144,0.036388045076989096,0.020917759090923038,No,No,No,No
hp,180.0,black,other,2.4,1920.0,1080.0,windows,ssd,98.89,256.0,14.0,8.0,12.857142857142858,0.16666666666666666,0.09375,Yes,No,Yes,Yes
dell,70.0,gray,other,1.6,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,4.0,7.712150647292832,0.15626767824473844,0.08983086726163267,No,No,No,No
microsoft,725.0,other,other,1.3,779.2421706908917,447.9493186708104,windows,ssd,98.89,256.0,13.5,16.0,53.7037037037037,1.6184866675347909,0.9303911252097669,No,No,No,No
dell,29.89,black,other,1.6,779.2421706908917,447.9493186708104,chrome,ssd,16.0,16.0,11.6,4.0,2.5767241379310346,0.06672629861050332,0.03835778032071715,No,No,No,No
acer,38.0,gray,intel,1.6,1366.0,768.0,chrome,emmc,16.0,205.95,11.6,4.0,3.2758620689655173,0.049479166666666664,0.027818448023426062,Yes,Yes,Yes,Yes
hp,184.1,other,other,2.7,779.2421706908917,447.9493186708104,windows,ssd,98.89,256.0,15.6,8.0,11.801282051282051,0.41098399378366207,0.2362551808980939,No,No,No,No
hp,157.8,purple,intel,2.6,779.2421706908917,447.9493186708104,windows,hdd/ssd,500.0,500.0,15.6,16.0,10.115384615384617,0.3522719946717104,0.2025044407697948,Yes,No,Yes,No
lenovo,74.3,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,8.185897044197963,0.16586697847977236,0.09534904910770438,No,No,No,No
asus,74.44,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,8.201321345492548,0.16617951383626184,0.09552871084222765,No,No,No,No
lg,109.9,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,12.108076516249747,0.24534025484423935,0.1410344616007633,No,No,No,No
auo,89.8,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,9.893587544669948,0.20046910723396444,0.11524016971563733,No,No,No,No
samsung,135.5,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,14.928520181545412,0.3024895771737437,0.17388689305644608,No,No,No,No
acer,22.22,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,15.4,5.98,1.4428571428571428,0.04960382586568697,0.028514883865049682,No,No,No,No
lenovo,376.0,other,intel,2.8,1920.0,1080.0,windows,unknown,98.89,480.0,14.0,5.98,26.857142857142858,0.34814814814814815,0.19583333333333333,Yes,No,Yes,No
auo,93.9,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,10.345299225439957,0.20962192838829913,0.12050169194096154,No,No,No,No
dell,433.0,other,intel,2.6,1280.0,720.0,windows,unknown,98.89,960.0,14.0,5.98,30.928571428571427,0.6013888888888889,0.33828125,No,No,Yes,No
samsung,59.2,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,6.522275975996225,0.13215780788697878,0.07597124774126648,No,No,No,No
lenovo,419.5,other,intel,3.0,1280.0,720.0,windows,ssd,98.89,128.0,13.3,5.98,31.541353383458645,0.5826388888888889,0.327734375,Yes,No,Yes,Yes
dell,334.0,other,nvidia,2.6,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98,23.857142857142858,0.4638888888888889,0.2609375,No,No,Yes,No
samsung,114.5,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,12.614874987357561,0.25560927370032216,0.1469376328779563,No,No,No,No
dell,314.5,other,intel,2.6,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98,22.464285714285715,0.43680555555555556,0.245703125,Yes,No,Yes,No
samsung,89.8,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,9.893587544669948,0.20046910723396444,0.11524016971563733,No,No,No,No
dell,462.8,black,nvidia,2.6,1280.0,720.0,windows,unknown,98.89,960.0,14.0,5.98,33.05714285714286,0.6427777777777778,0.3615625,No,No,Yes,No
dell,414.8,other,intel,2.3,1920.0,1080.0,windows,ssd,98.89,120.0,12.5,5.98,33.184,0.38407407407407407,0.21604166666666666,Yes,Yes,Yes,Yes
dell,580.5,other,intel,2.8,1920.0,1080.0,windows,unknown,98.89,480.0,12.5,5.98,46.44,0.5375,0.30234375,Yes,Yes,Yes,Yes
dell,339.5,black,intel,1.1861742242409754,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98,24.25,0.47152777777777777,0.265234375,No,No,No,No
dell,511.8,black,intel,2.3,1920.0,1080.0,windows,ssd,98.89,480.0,12.5,5.98,40.944,0.4738888888888889,0.2665625,Yes,Yes,Yes,Yes
lenovo,483.0,other,intel,1.1861742242409754,1280.0,720.0,windows,unknown,98.89,120.0,13.3,5.98,36.315789473684205,0.6708333333333333,0.37734375,No,No,No,Yes
dell,444.2,other,intel,2.6,1280.0,720.0,windows,unknown,98.89,960.0,14.0,5.98,31.728571428571428,0.6169444444444444,0.34703125,Yes,No,Yes,No
auo,115.7,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,12.747083284168296,0.2582881481845177,0.14847759060244142,No,No,No,No
lenovo,572.0,black,intel,3.0,779.2421706908917,447.9493186708104,windows,ssd,98.89,120.0,14.0,5.98,40.857142857142854,1.2769301707998626,0.7340465153379127,Yes,Yes,Yes,No
lenovo,571.0,black,intel,3.0,779.2421706908917,447.9493186708104,windows,ssd,98.89,480.0,14.0,5.98,40.785714285714285,1.2746977753963664,0.732763217234175,Yes,Yes,Yes,No
dell,377.2,black,nvidia,2.6,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98,26.942857142857143,0.5238888888888888,0.2946875,No,No,Yes,No
lenovo,829.5,gray,intel,1.49,1920.0,1080.0,windows,ssd,98.89,2000.0,15.6,5.98,53.17307692307693,0.7680555555555556,0.43203125,Yes,No,Yes,Yes
dell,370.5,other,intel,1.1861742242409754,1920.0,1080.0,windows,unknown,98.89,120.0,10.8,5.98,34.30555555555555,0.34305555555555556,0.19296875,No,No,No,Yes
samsung,114.5,other,other,1.1861742242409754,1366.0,768.0,unknown,unknown,98.89,205.95,14.0,5.98,8.178571428571429,0.14908854166666666,0.08382137628111273,No,No,No,No
dell,545.0,black,intel,2.7,1280.0,720.0,windows,unknown,98.89,2000.0,14.0,5.98,38.92857142857143,0.7569444444444444,0.42578125,No,No,Yes,No
lenovo,613.5,black,intel,1.1861742242409754,779.2421706908917,447.9493186708104,windows,unknown,98.89,240.0,14.0,5.98,43.82142857142857,1.3695745800449575,0.7873033866430235,No,No,No,No
dell,313.8,black,intel,2.6,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98,22.414285714285715,0.43583333333333335,0.24515625000000002,No,No,Yes,No
dell,451.5,black,intel,2.8,1920.0,1080.0,windows,unknown,98.89,240.0,12.5,5.98,36.12,0.41805555555555557,0.23515625,Yes,Yes,Yes,Yes
dell,641.5,other,amd,3.0,1280.0,720.0,windows,unknown,98.89,960.0,15.6,5.98,41.121794871794876,0.8909722222222223,0.501171875,Yes,No,Yes,Yes
lenovo,580.5,other,intel,1.49,1920.0,1080.0,windows,ssd,98.89,480.0,15.6,5.98,37.21153846153846,0.5375,0.30234375,Yes,No,Yes,Yes
dell,439.0,other,intel,2.8,1920.0,1080.0,windows,unknown,98.89,120.0,12.5,5.98,35.12,0.4064814814814815,0.22864583333333333,Yes,Yes,Yes,Yes
dell,380.2,black,intel,3.0,1280.0,720.0,windows,ssd,98.89,960.0,14.0,5.98,27.157142857142855,0.5280555555555555,0.29703124999999997,No,No,Yes,No
samsung,48.0,silver,other,2.16,779.2421706908917,447.9493186708104,chrome,ssd,2.0,16.0,11.6,16.0,4.137931034482759,0.10715497936782065,0.061598308979405256,No,No,No,No
microsoft,56.94,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,ssd,256.0,256.0,12.5,256.0,4.5552,0.12711259427507723,0.07307099402681948,Yes,No,No,Yes
dell,93.0,black,intel,1.1,1366.0,768.0,windows,ssd,64.0,64.0,11.6,4.0,8.017241379310345,0.12109375,0.06808199121522694,No,Yes,No,No
microsoft,699.0,silver,intel,1.1861742242409754,2256.0,1504.0,windows,ssd,98.89,256.0,15.0,16.0,46.6,0.46476063829787234,0.3098404255319149,Yes,Yes,Yes,Yes
dell,235.0,black,nvidia,2.7,1920.0,1080.0,windows,ssd,98.89,512.0,15.6,16.0,15.064102564102564,0.2175925925925926,0.12239583333333333,Yes,No,Yes,Yes
dell,188.0,black,other,2.6,779.2421706908917,447.9493186708104,unknown,ssd,98.89,2000.0,15.6,5.98,12.051282051282051,0.41969033585729754,0.24126004350267058,Yes,No,Yes,Yes
lenovo,52.0,black,other,1.6,1366.0,768.0,linux,ssd,16.0,16.0,11.6,4.0,4.482758620689656,0.06770833333333333,0.03806734992679356,No,No,No,No
hp,55.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,64.0,64.0,14.0,64.0,3.9285714285714284,0.12278174719229448,0.07058139570556853,No,No,No,No
lenovo,420.0,black,amd,2.3,1920.0,1080.0,windows,ssd,256.0,256.0,14.0,16.0,30.0,0.3888888888888889,0.21875,No,No,Yes,Yes
samsung,40.47,black,intel,2.5,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,4.0,3.488793103448276,0.0526953125,0.029626647144948753,Yes,No,Yes,Yes
dell,89.0,silver,other,2.66,779.2421706908917,447.9493186708104,windows,hdd/ssd,500.0,205.95,14.1,4.0,6.3120567375886525,0.19868319091116743,0.11421353123264724,No,No,Yes,No
hp,100.0,blue,amd,2.4,1366.0,768.0,chrome,emmc,32.0,32.0,14.0,4.0,7.142857142857143,0.13020833333333334,0.07320644216691069,Yes,No,Yes,Yes
hp,172.0,silver,intel,1.9,1920.0,1080.0,windows,ssd,256.0,256.0,14.0,8.0,12.285714285714286,0.15925925925925927,0.08958333333333333,Yes,No,Yes,Yes
lenovo,268.0,black,nvidia,2.4,779.2421706908917,447.9493186708104,windows,ssd,98.89,512.0,15.6,16.0,17.17948717948718,0.5982819681369985,0.34392389180167937,Yes,No,Yes,Yes
microsoft,259.8,silver,intel,1.5,2256.0,1504.0,windows,ssd,256.0,256.0,13.5,8.0,19.244444444444444,0.17273936170212767,0.11515957446808511,Yes,Yes,No,Yes
dell,879.0,gray,nvidia,2.8,1920.0,1080.0,windows,ssd,98.89,1000.0,17.3,64.0,50.809248554913296,0.8138888888888889,0.4578125,Yes,No,Yes,Yes
hp,450.0,silver,amd,2.6,1920.0,1080.0,windows,ssd,98.89,256.0,14.0,16.0,32.142857142857146,0.4166666666666667,0.234375,Yes,No,No,Yes
lenovo,60.0,gray,amd,1.6,1920.0,1080.0,chrome,ssd,98.89,32.0,14.0,4.0,4.285714285714286,0.05555555555555555,0.03125,No,No,Yes,Yes
dell,885.0,black,intel,1.1,1366.0,768.0,unknown,ssd,128.0,128.0,11.6,4.0,76.29310344827586,1.15234375,0.6478770131771596,No,Yes,No,No
dell,629.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,unknown,98.89,205.95,9.07658618216591,5.98,69.29918224495988,1.4041767087991497,0.8071945072509564,No,No,No,No
dell,140.0,black,intel,2.3,1366.0,768.0,windows,ssd,8.0,500.0,14.0,8.0,10.0,0.18229166666666666,0.10248901903367497,No,No,No,No
lenovo,145.0,black,other,1.1861742242409754,779.2421706908917,447.9493186708104,linux,hdd/ssd,500.0,205.95,12.0,16.0,12.083333333333334,0.3236973335069582,0.18607822504195337,No,No,No,No
dell,323.0,other,intel,2.6,779.2421706908917,447.9493186708104,windows,ssd,98.89,512.0,14.0,16.0,23.071428571428573,0.721063715329293,0.41450528750724785,No,Yes,Yes,No
lenovo,210.0,black,amd,2.5,1366.0,768.0,windows,ssd,98.89,128.0,14.0,8.0,15.0,0.2734375,0.15373352855051245,Yes,No,Yes,Yes
hp,120.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,hdd/ssd,98.89,205.95,15.6,5.98,7.6923076923076925,0.2678874484195516,0.15399577244851315,No,No,No,Yes
dell,240.0,black,intel,1.7,779.2421706908917,447.9493186708104,windows,ssd,500.0,500.0,14.0,32.0,17.142857142857142,0.5357748968391032,0.3079915448970263,No,No,Yes,No
dell,190.8,other,other,1.7,779.2421706908917,447.9493186708104,windows,ssd,98.89,256.0,15.6,8.0,12.230769230769232,0.42594104298708707,0.2448532781931359,No,No,No,No
lenovo,230.0,black,other,2.5,779.2421706908917,447.9493186708104,unknown,hdd/ssd,500.0,500.0,15.6,4.0,14.743589743589745,0.5134509428041406,0.29515856385965017,No,No,No,Yes
lenovo,215.0,beige,intel,1.2,1366.0,768.0,windows,hdd/ssd,98.89,512.0,15.6,12.0,13.782051282051283,0.2799479166666667,0.15739385065885797,Yes,No,Yes,Yes
acer,79.1,other,nvidia,2.3,1366.0,768.0,windows,hdd/ssd,720.0,205.95,15.6,8.0,5.07051282051282,0.10299479166666665,0.05790629575402635,No,No,Yes,Yes
dell,599.0,black,intel,2.4,1920.0,1080.0,windows,ssd,1000.0,1000.0,15.6,16.0,38.3974358974359,0.5546296296296296,0.31197916666666664,Yes,Yes,Yes,Yes
hp,226.5,silver,intel,1.8,1366.0,768.0,windows,ssd,98.89,500.0,15.6,16.0,14.51923076923077,0.294921875,0.16581259150805272,Yes,Yes,Yes,Yes
dell,599.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,unknown,98.89,205.95,15.0,5.98,39.93333333333333,1.3372048466942617,0.7686955641388281,No,No,No,No
acer,105.06,other,other,1.6,1280.0,720.0,windows,ssd,98.89,128.0,14.0,8.0,7.5042857142857144,0.14591666666666667,0.082078125,No,No,No,Yes
dell,31.95,black,intel,1.6,1920.0,1080.0,unknown,ssd,8.0,205.95,10.8,8.0,2.958333333333333,0.029583333333333333,0.016640625,No,Yes,No,No
dell,75.0,silver,intel,2.67,1366.0,768.0,windows,hdd/ssd,250.0,205.95,13.3,4.0,5.639097744360902,0.09765625,0.05490483162518302,No,No,Yes,No
lenovo,189.0,black,intel,1.6,1920.0,1080.0,windows,ssd,256.0,256.0,14.0,16.0,13.5,0.175,0.0984375,Yes,Yes,Yes,Yes
dell,180.5,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,ssd,98.89,240.0,14.0,16.0,12.892857142857142,0.4029473703310755,0.23163530772463853,No,No,Yes,No
lenovo,198.0,other,other,2.5,1600.0,900.0,windows,ssd,98.89,256.0,14.0,16.0,14.142857142857142,0.22,0.12375,No,No,Yes,Yes
hp,686.0,other,nvidia,3.3,779.2421706908917,447.9493186708104,windows,ssd,512.0,512.0,15.6,8.0,43.97435897435898,1.5314232467984366,0.8803424991640001,No,No,No,No
lenovo,164.2,other,other,2.6,779.2421706908917,447.9493186708104,windows,ssd,98.89,512.0,12.5,8.0,13.136,0.3665593252540864,0.21071754863371547,No,No,No,No
acer,249.0,silver,intel,4.1,1920.0,1080.0,windows,ssd,128.0,128.0,15.6,4.0,15.961538461538462,0.23055555555555557,0.1296875,Yes,No,Yes,Yes
hp,50.0,gray,other,1.1,779.2421706908917,447.9493186708104,chrome,emmc,32.0,32.0,14.0,32.0,3.5714285714285716,0.11161977017481317,0.06416490518688048,Yes,No,No,Yes
hp,48.0,other,other,1.9,779.2421706908917,447.9493186708104,windows,ssd,128.0,128.0,9.07658618216591,4.0,5.288331872429371,0.10715497936782065,0.061598308979405256,No,No,No,No
acer,190.0,silver,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,ssd,128.0,128.0,15.6,8.0,12.17948717948718,0.42415512666429006,0.24382663971014581,No,No,No,No
dell,100.0,other,other,2.2,779.2421706908917,447.9493186708104,windows,ssd,128.0,128.0,13.3,8.0,7.518796992481203,0.22323954034962634,0.12832981037376096,No,No,No,No
samsung,150.0,silver,intel,1.1,1366.0,768.0,chrome,emmc,98.89,32.0,14.0,4.0,10.714285714285714,0.1953125,0.10980966325036604,Yes,No,Yes,No
samsung,20.97,black,other,1.1861742242409754,779.2421706908917,447.9493186708104,chrome,ssd,16.0,16.0,11.6,4.0,1.8077586206896552,0.04681333161131664,0.02691076123537767,No,No,No,No
lenovo,198.0,other,intel,1.1861742242409754,1366.0,768.0,windows,ssd,8.0,128.0,14.0,8.0,14.142857142857142,0.2578125,0.14494875549048317,No,No,No,Yes
dell,1330.0,black,intel,1.8,1920.0,1080.0,windows,ssd,256.0,256.0,14.0,16.0,95.0,1.2314814814814814,0.6927083333333334,No,No,No,No
dell,1050.0,black,intel,3.3,1920.0,1200.0,windows,ssd,256.0,256.0,14.0,8.0,75.0,0.875,0.546875,No,No,No,No
lenovo,135.9,black,intel,2.4,1920.0,1080.0,windows,ssd,98.89,256.0,12.1,8.0,11.231404958677686,0.12583333333333332,0.07078125,Yes,No,No,Yes
dell,140.0,black,intel,1.1,1366.0,768.0,windows,ssd,128.0,128.0,11.6,4.0,12.068965517241379,0.18229166666666666,0.10248901903367497,Yes,Yes,No,Yes
lenovo,144.5,other,other,2.3,779.2421706908917,447.9493186708104,windows,ssd,98.89,256.0,14.0,8.0,10.321428571428571,0.32258113580521003,0.1854365759900846,No,No,No,No
hp,329.2,other,other,1.6,779.2421706908917,447.9493186708104,windows,ssd,256.0,256.0,13.3,8.0,24.751879699248118,0.7349045668309698,0.42246173575042106,No,No,No,No
hp,153.0,silver,intel,1.6,1920.0,1080.0,windows,ssd,98.89,120.0,14.0,8.0,10.928571428571429,0.14166666666666666,0.0796875,Yes,No,Yes,Yes
dell,399.0,black,intel,2.5,1920.0,1080.0,windows,ssd,98.89,256.0,15.6,8.0,25.576923076923077,0.36944444444444446,0.2078125,Yes,Yes,Yes,No
dell,899.0,black,other,1.3,1920.0,1080.0,windows,hdd/ssd,2000.0,2000.0,17.3,8.0,51.96531791907514,0.8324074074074074,0.46822916666666664,Yes,No,Yes,No
microsoft,510.0,black,other,1.8,2880.0,1920.0,windows,ssd,256.0,256.0,13.0,16.0,39.23076923076923,0.265625,0.17708333333333334,Yes,Yes,Yes,Yes
lenovo,420.0,black,intel,1.8,3000.0,2000.0,windows,ssd,256.0,256.0,13.0,16.0,32.30769230769231,0.21,0.14,No,No,No,No
hp,115.6,other,amd,2.5,1366.0,768.0,windows,ssd,98.89,256.0,15.6,8.0,7.41025641025641,0.15052083333333333,0.08462664714494875,Yes,No,Yes,Yes
dell,97.7,other,other,2.5,1366.0,768.0,windows,hdd/ssd,500.0,205.95,14.0,4.0,6.978571428571429,0.12721354166666668,0.07152269399707174,Yes,No,Yes,Yes
dell,160.0,black,intel,2.4,1366.0,768.0,windows,ssd,98.89,256.0,14.0,8.0,11.428571428571429,0.20833333333333334,0.1171303074670571,Yes,No,Yes,Yes
dell,400.0,black,intel,2.6,1920.0,1080.0,windows,ssd,256.0,256.0,15.6,16.0,25.641025641025642,0.37037037037037035,0.20833333333333334,Yes,Yes,Yes,Yes
hp,399.0,silver,intel,3.3,1920.0,1080.0,windows,ssd,98.89,512.0,15.6,12.0,25.576923076923077,0.36944444444444446,0.2078125,Yes,Yes,No,No
acer,629.0,black,nvidia,2.7,1920.0,1080.0,windows,ssd,512.0,512.0,15.6,16.0,40.320512820512825,0.5824074074074074,0.32760416666666664,Yes,No,Yes,Yes
hp,839.5,silver,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,ssd,1000.0,1000.0,17.3,32.0,48.52601156069364,1.874095941235113,1.077328758087723,Yes,No,Yes,Yes
dell,130.0,black,other,2.16,1366.0,768.0,chrome,ssd,98.89,16.0,11.6,5.98,11.206896551724139,0.16927083333333334,0.0951683748169839,Yes,No,No,Yes
lenovo,550.0,silver,intel,1.8,2256.0,1504.0,windows,ssd,256.0,256.0,13.5,16.0,40.74074074074074,0.36569148936170215,0.24379432624113476,Yes,Yes,No,Yes
dell,350.0,gray,intel,3.0,1920.0,1080.0,windows,ssd,256.0,256.0,14.0,16.0,25.0,0.32407407407407407,0.18229166666666666,Yes,No,Yes,Yes
hp,85.0,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,unknown,ssd,8.0,205.95,14.0,8.0,6.071428571428571,0.18975360929718238,0.10908033881769681,No,No,No,No
microsoft,120.0,other,intel,2.6,779.2421706908917,447.9493186708104,windows,ssd,256.0,256.0,12.3,8.0,9.75609756097561,0.2678874484195516,0.15399577244851315,No,No,No,No
samsung,29.0,silver,intel,1.7,1366.0,768.0,chrome,emmc,98.89,16.0,11.6,2.0,2.5,0.037760416666666664,0.0212298682284041,Yes,No,Yes,Yes
acer,58.0,black,intel,1.6,1366.0,768.0,chrome,ssd,32.0,32.0,11.6,4.0,5.0,0.07552083333333333,0.0424597364568082,Yes,Yes,No,No
hp,548.0,silver,intel,1.7,1920.0,1080.0,windows,ssd,256.0,256.0,14.0,16.0,39.142857142857146,0.5074074074074074,0.28541666666666665,No,No,No,No
hp,525.0,silver,nvidia,2.6,1920.0,1080.0,windows,ssd,512.0,512.0,17.3,64.0,30.346820809248555,0.4861111111111111,0.2734375,Yes,No,Yes,Yes
lenovo,338.8,grey,intel,1.1861742242409754,1920.0,1080.0,windows,ssd,98.89,256.0,15.6,8.0,21.71794871794872,0.3137037037037037,0.17645833333333333,No,Yes,Yes,Yes
lenovo,300.0,black,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,ssd,512.0,512.0,14.0,16.0,21.428571428571427,0.669718621048879,0.38498943112128287,No,No,No,No
hp,167.8,pink,other,2.3,1920.0,1080.0,windows,ssd,12.0,256.0,15.6,12.0,10.756410256410257,0.15537037037037038,0.08739583333333334,No,No,No,No
microsoft,150.0,silver,other,2.4,779.2421706908917,447.9493186708104,windows,ssd,128.0,128.0,13.5,8.0,11.11111111111111,0.3348593105244395,0.19249471556064143,No,No,No,No
lenovo,190.0,black,intel,1.7,1920.0,1080.0,windows,ssd,256.0,256.0,14.0,8.0,13.571428571428571,0.17592592592592593,0.09895833333333333,Yes,No,Yes,Yes
dell,330.0,black,intel,2.6,1920.0,1080.0,windows,ssd,98.89,512.0,14.0,16.0,23.571428571428573,0.3055555555555556,0.171875,Yes,No,Yes,Yes
acer,37.0,other,other,1.4,779.2421706908917,447.9493186708104,chrome,unknown,4.0,205.95,11.6,4.0,3.189655172413793,0.08259862992936175,0.04748202983829155,No,No,No,No
dell,650.0,silver,nvidia,2.4,1920.0,1080.0,windows,ssd,32.0,512.0,17.3,32.0,37.57225433526011,0.6018518518518519,0.3385416666666667,Yes,No,No,Yes
hp,88.94,other,intel,1.0,1366.0,768.0,windows,ssd,98.89,256.0,11.6,8.0,7.667241379310345,0.11580729166666666,0.06510980966325036,No,No,No,No
lenovo,35.0,black,intel,1.83,1366.0,768.0,chrome,emmc,16.0,16.0,11.6,4.0,3.0172413793103448,0.045572916666666664,0.02562225475841874,No,Yes,No,No
hp,65.94,other,other,2.16,779.2421706908917,447.9493186708104,windows,ssd,500.0,500.0,15.6,4.0,4.226923076923077,0.1472041529065436,0.08462067696045797,No,No,No,No
samsung,53.0,black,intel,1.6,779.2421706908917,447.9493186708104,windows,ssd,64.0,64.0,12.2,4.0,4.344262295081967,0.11831695638530196,0.0680147994980933,No,Yes,No,No
dell,10.99,black,intel,2.4,1366.0,768.0,windows,ssd,128.0,128.0,14.0,8.0,0.785,0.014309895833333334,0.008045387994143486,Yes,No,Yes,Yes
hp,37.94,black,intel,2.16,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,4.0,3.2706896551724136,0.049401041666666666,0.027774524158125913,Yes,No,No,Yes
lenovo,125.0,black,other,2.5,1366.0,768.0,windows,hdd/ssd,500.0,205.95,14.0,8.0,8.928571428571429,0.16276041666666666,0.09150805270863836,No,No,No,No
dell,325.0,silver,nvidia,3.9,1920.0,1080.0,windows,other,128.0,128.0,15.6,8.0,20.833333333333332,0.30092592592592593,0.16927083333333334,Yes,No,No,Yes
lenovo,616.5,gray,intel,4.7,2560.0,1600.0,windows,ssd,512.0,512.0,16.0,16.0,38.53125,0.3853125,0.2408203125,Yes,Yes,Yes,Yes
dell,95.0,other,other,1.1861742242409754,1920.0,1080.0,chrome,ssd,98.89,128.0,14.0,8.0,6.785714285714286,0.08796296296296297,0.049479166666666664,No,No,No,No
dell,280.0,black,intel,1.9,1920.0,1080.0,windows,ssd,500.0,500.0,14.0,32.0,20.0,0.25925925925925924,0.14583333333333334,No,No,Yes,No
hp,184.1,other,other,1.1861742242409754,779.2421706908917,447.9493186708104,windows,unknown,256.0,205.95,12.5,8.19,14.728,0.41098399378366207,0.2362551808980939,No,No,No,Yes
samsung,25.9,silver,other,2.5,1920.0,1080.0,windows,unknown,64.0,64.0,14.0,64.0,1.8499999999999999,0.02398148148148148,0.013489583333333333,No,No,Yes,No
dell,240.0,black,intel,3.9,1920.0,1080.0,windows,ssd,2000.0,2000.0,14.0,64.0,17.142857142857142,0.2222222222222222,0.125,Yes,No,Yes,Yes
dell,97.0,other,intel,2.16,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,4.0,8.362068965517242,0.12630208333333334,0.07101024890190337,Yes,No,No,Yes
hp,780.0,silver,intel,1.7,1920.0,1080.0,windows,hdd/ssd,1000.0,4000.0,17.3,64.0,45.08670520231214,0.7222222222222222,0.40625,Yes,No,No,Yes
asus,699.0,silver,other,3.3,1920.0,1080.0,windows,ssd,512.0,512.0,14.0,16.0,49.92857142857143,0.6472222222222223,0.3640625,Yes,No,Yes,Yes
lenovo,16.0,black,intel,1.6,1366.0,768.0,chrome,ssd,98.89,16.0,11.6,4.0,1.3793103448275863,0.020833333333333332,0.01171303074670571,Yes,No,No,Yes
dell,119.0,other,other,1.1861742242409754,1366.0,768.0,windows,hdd/ssd,320.0,205.95,15.6,4.0,7.628205128205129,0.15494791666666666,0.08711566617862372,No,No,No,No
dell,190.0,other,other,2.1,779.2421706908917,447.9493186708104,windows,ssd,98.89,1000.0,14.0,16.0,13.571428571428571,0.42415512666429006,0.24382663971014581,Yes,No,Yes,Yes
samsung,350.0,red,intel,1.6,3840.0,2160.0,chrome,ssd,256.0,256.0,13.3,8.0,26.31578947368421,0.16203703703703703,0.09114583333333333,Yes,Yes,Yes,No
